,Optimal alpha,Optimal l,Optimal nu
0,0.1,19.529255083761804,4.999999999999999
1,1e-05,203.76852192176858,4.999999999999999
2,0.000414775296254432,137.70221005124108,4.999999999999999
3,0.1,23.796763753978542,4.999999999999999
4,1e-05,262.7783513774469,4.999999999999999
5,0.1,19.827337372379894,4.999999999999999
6,0.002274984636767809,58.528155356891894,4.900425866693081
7,1e-05,282.9376144023327,3.7412579162468176
8,4.5744940640343314e-05,26.896857543820904,4.999999999999999
9,1e-05,283.79454888024253,3.6699826262010253
10,0.002753574608913051,100.43636581334022,1.9022844028003516
11,0.03658852465516418,56.6588164379986,0.8277028366850258
12,0.021621209384008536,46.140123482102524,4.962240640957987
13,0.0002605645711724815,152.98070487015463,4.999999999999999
14,0.00023095949272062776,124.64365816951658,2.2888943745849675
15,0.1,36.83638163531863,2.5290029852357225
16,7.647658487796478e-05,127.51037529360875,1.748700988599039
17,1e-05,150.15486544494007,4.999999999999999
18,7.095645063975342e-05,76.1897785648199,4.999999999999999
19,0.0014318535952984085,66.56911549000401,4.999999999999999
20,1e-05,97.72648637943132,4.999999999999999
21,1e-05,19.056790662965312,4.999999999999999
22,0.002922833889093094,78.32555058401282,4.999999999999999
23,0.012654871702620845,20.969684404796507,3.807580331729896
24,0.0001533123214531184,137.09346239298625,4.999999999999999
25,0.1,26.357193395117196,4.999999999999999
26,1e-05,69.26871374939675,3.7607614318340303
27,1e-05,418.06669181980766,2.8803159891390235
28,0.001213667112487814,304.41034015197926,1.58042317839605
29,1e-05,56.090412261004616,4.805861200520007
30,1e-05,273.0821276743201,4.999999999999999
31,0.00016331837049768141,13.066457098034475,4.999999999999999
32,0.0009523253139744595,30.120251931635263,2.155616846133285
33,0.01110859432630607,39.193753142219,1.6537624119739038
34,0.1,12.636758816630694,4.999999999999999
35,1e-05,163.32311424808623,4.999999999999999
36,3.2973599640122466e-05,255.1715987869367,4.999999999999999
37,0.005345043012117385,13.124052307012057,4.999999999999999
38,1e-05,184.40571607629292,4.535851011022445
39,1e-05,386.64409071280545,4.999999999999999
40,1e-05,150.2205767202476,3.169400803741798
41,0.1,5.139194616092353,4.999999999999999
42,0.0001537731124801457,112.85971512709801,4.999999999999999
43,4.1387096718475455e-05,201.03354180213225,4.999999999999999
44,0.008972051601361247,219.79388900733667,0.9440023574171101
45,1e-05,51.01408368800904,4.999999999999999
46,2.819418819522093e-05,316.2791506066287,3.124419775654938
47,1e-05,307.945503332486,4.999999999999999
48,0.06059348267826924,13.62997449114762,4.999999999999999
49,0.1,20.795806868813564,4.999999999999999
50,0.002599185940071741,72.34931274894177,4.999999999999999
51,4.619675943011758e-05,189.83499002165314,4.999999999999999
52,0.0032409758013414633,90.68852712874117,4.378912048931363
53,1e-05,247.04634448682333,4.999999999999999
54,1e-05,346.0834819314145,2.6354967726352805
55,0.00037048676280359845,109.09450280411373,4.999999999999999
56,7.667113031702732e-05,61.05972745313346,4.999999999999999
57,0.006982403350650877,53.187557783480514,4.999999999999999
58,1e-05,173.10377624368834,2.8784314100631025
59,1e-05,57.44218184704316,2.535673670858189
60,0.0005894805654464023,99.97007879470605,2.8682293853137826
61,1e-05,266.6061877824509,4.999999999999999
62,2.2486169738265457e-05,190.3039215316195,4.999999999999999
63,0.0961877697197097,43.48950250682123,1.3773431640635823
64,0.1,28.950070246448043,4.999999999999999
65,7.493492681418272e-05,189.9737716853305,4.999999999999999
66,0.0002483591796902231,133.46454863780517,4.999999999999999
67,7.833229644298827e-05,170.51408997635684,3.2313203554005128
68,0.03761330084287019,50.951279158162386,4.27103087672944
69,1e-05,11.670300366864376,4.8097045429600005
70,0.061716315445300894,42.902351577688364,4.226116469901103
71,0.1,71.01918849641655,1.485315787554277
72,1.906002628676732e-05,20.661691110075683,4.7312426315560785
73,1.006781278842741e-05,1000.0,2.151464155661429
74,1e-05,76.74697563541297,4.999999999999999
75,2.167359913244145e-05,110.73156646599881,4.862223579389134
76,0.00015957724301479733,113.22714644541836,2.7945966845751755
77,0.00044701058092729473,122.31019489424502,4.999999999999999
78,0.0035474057047325575,28.137918729324813,4.999999999999999
79,0.00025480678832861235,548.5306772550498,1.418577850829184
80,1e-05,242.89981589028974,4.999999999999999
81,0.00028425582784480326,135.36134291558295,4.999999999999999
82,0.1,17.30429100602125,4.221674982866544
83,0.1,21.92497244333447,4.999999999999999
84,0.1,15.21810476388878,4.999999999999999
85,0.00029612720385758753,144.75577577747234,2.155367033486437
86,1e-05,1000.0,1.9034421113923865
87,0.1,29.39075501272223,4.999999999999999
88,1.1078459865505474e-05,101.42469586756876,4.999999999999999
89,0.0005083870321872364,93.74968519903238,4.999999999999999
90,8.29877893513198e-05,409.1995200940643,1.8706533982858164
91,1e-05,6.33409152587999,4.999999999999999
92,1e-05,161.11009317378472,4.999999999999999
93,1e-05,225.29898401290478,4.999999999999999
94,0.1,10.830753288770062,4.999999999999999
95,1e-05,208.60789593670333,4.999999999999999
96,0.00024859639892315126,114.23576200952903,4.999999999999999
97,1e-05,526.2380191124003,2.41608867485196
98,9.114582234323209e-05,124.33245010831739,4.999999999999999
99,1e-05,251.44261607702043,4.999999999999999
