,1000,2000,4000,8000,16000,32000,64000
0,0.6652688178473423,0.5170239597929668,0.39503654894199386,0.3317943828638459,0.29294321655399264,0.26678780648936373,0.25932043580815994
1,1.082310660245564,0.7633922654902622,0.5722058319038337,0.463272670214584,0.3691997297705872,0.32255463095842785,0.2965753072781562
2,0.24489805870235798,0.21369053017806158,0.19806607474816032,0.1886367697443758,0.18734639139979267,0.1855435668251483,0.1857027467119336
3,0.33061046589618404,0.2669846879820681,0.21909700725519562,0.19678259457764136,0.18430409568026532,0.17419790824207002,0.17261703042591936
4,0.2061516199782266,0.15580064630529425,0.1228832176037468,0.10689797193752847,0.09436716918746564,0.08751154550191763,0.08486194189114424
5,0.22429812025803839,0.17209264803164437,0.13546261096907958,0.11661173681073102,0.10373558077435636,0.09550472650809101,0.09327529064084424
6,0.20919591527356762,0.1513780851793397,0.11527822335673639,0.09377842500405678,0.07477228983375252,0.06609577621085545,0.0609244688624557
7,0.22128464887879026,0.15905735294337217,0.12115747644242734,0.09712822412030432,0.07875877770695518,0.0696515348446056,0.06506658523279177
8,0.22829159036582977,0.1638016324955428,0.12344254798183704,0.0973818210691754,0.07145631350048474,0.05971601109664059,0.051241638870027695
9,0.2585402644622646,0.18933599758500658,0.14358274727964024,0.11183541997016404,0.07822431693107665,0.0628145651304177,0.05026607766074918
10,0.34099002692579866,0.2233362482347385,0.16359942327859314,0.12488561907729635,0.08521490059787742,0.06422789466756672,0.048335391009427124
11,0.30092838496075613,0.21098231370462397,0.15983575600397765,0.12532642375984557,0.08626111834418712,0.06593613945750455,0.05054036946961582
12,0.5065892070281238,0.31230693531448844,0.22349400014373325,0.15684605565035317,0.10555868490801805,0.07655710656637278,0.05537925761685241
